left	right
12863	6898
41936	10430
74616	61015
34182	61906
53236	26918
75438	65931
46778	6868
10760	22553
11601	8168
96666	94478
92421	55465
94943	46119
71252	38192
63461	13402
19629	97046
40580	27739
74079	25370
55702	26014
7081	86663
91813	81844
35872	99222
23080	97256
50917	30838
2076	34027
77057	51507
21569	65209
86403	88221
35010	6126
88690	31927
65809	50196
83124	25026
68465	40567
83873	51848
22664	5946
21829	5538
1712	90755
46366	51491
84269	38328
45833	49521
76526	99894
88798	82441
22040	99140
14844	34067
3440	16879
98176	17360
36931	52118
81906	6671
58800	3070
67279	29949
91514	80344
38620	1698
51370	30590
42275	65929
51960	30998
15499	91581
27445	15178
56131	585
5010	78634
30836	76634
10346	23079
65891	36650
65399	32539
18940	13662
50190	3795
99162	49338
80845	67645
21599	21415
65018	41481
96637	80249
53267	66519
97941	34031
56719	6889
41327	96603
85759	77390
40124	53847
36653	48014
21977	29704
80792	89151
1254	24347
51955	81704
72008	95662
90232	17801
98106	15194
59950	88652
44971	47154
8193	12560
15645	42938
53599	20855
1293	43223
88364	12732
50448	49496
66419	21576
27409	72037
91314	27535
86683	98338
39750	87966
159	52452
61320	73115
64102	59481
71075	37812
37788	75321
33305	67847
47235	41776
34251	90772
32486	22726
57855	85519
53515	88444
13635	36632
65574	74897
45330	90357
16755	61781
56701	84208
63779	59661
88805	15785
96360	69044
57382	11607
85513	64483
76114	54516
7305	43009
7660	11405
52309	32232
82959	12899
83080	28058
32019	71999
89438	51411
57646	31380
20555	9955
17329	23991
26133	36298
82964	63089
97525	94975
35943	81168
25173	25850
47681	47017
66699	95833
77451	79072
19323	52303
85801	78593
23452	40910
42387	83596
13727	18014
21431	78237
3036	72093
39150	67036
46458	71839
18085	50496
21443	27869
18977	57346
90090	10716
30095	85010
53991	21521
29316	84348
97832	26829
11130	76441
85367	53218
26365	78488
47286	29832
28282	81990
15445	29168
36462	40879
56308	91129
21598	45662
20847	93002
31503	92271
79590	40138
84099	42401
88293	57533
15196	61564
76331	81917
83358	41897
4491	79699
99574	67449
33864	86005
4180	14530
2155	60768
91034	89719
82032	47867
70003	45085
84764	26479
83835	10983
82356	5187
45784	98816
49838	93313
81115	53215
89476	3563
55215	4387
7954	8574
10219	71128
73716	39811
3769	80638
70865	28279
79382	32788
53992	75794
54191	79736
66434	59180
36730	25861
45858	1099
62324	21273
22346	28440
9017	1822
15093	37665
21367	59454
79788	19365
23653	49126
14212	93508
58299	55066
30812	35270
91944	14194
36109	24121
97845	60072
32450	44631
98024	82497
70311	97558
90476	26158
25429	85028
4084	54297
43783	97602
49573	36475
57125	32119
92825	51286
59017	98541
83558	62746
17294	50629
28867	95440
17026	64569
80919	82891
40225	97029
33473	74255
59492	43482
75176	33975
8248	83951
34354	6709
87470	19102
76740	18952
22758	39311
95017	94476
69286	62641
90318	80129
42597	56027
21349	86274
20448	9526
52292	9137
51410	51117
33909	30022
92627	71930
74617	28750
84738	11151
23477	30289
53259	64734
23787	36867
42926	29759
47297	90517
3388	49257
96809	692
60907	67830
64192	42071
96351	23606
98120	83736
44462	74828
82551	45699
26267	60947
84159	11962
78236	84807
1493	94182
47514	79003
76085	86431
46707	53401
95310	91796
86999	62700
98417	27325
59247	34031
35043	66117
59189	15440
81261	39662
38815	49468
11043	23036
37666	52323
12610	35582
32604	39408
28891	28443
11200	41458
5119	88251
18503	40025
49578	55916
83088	36937
77689	39219
28139	68767
62871	80328
34332	75509
49980	35484
88093	99099
78066	52656
80297	6470
18475	31289
35633	94231
45371	49726
48520	78638
78193	31324
38847	68950
54610	15132
48520	21055
82759	97273
6043	65494
65274	55572
94023	46574
40110	97059
26002	24137
28365	79542
33774	17630
45387	44897
2132	39203
4005	31564
75132	69187
54117	63162
11692	31363
4243	90434
63888	30260
46624	83125
45232	97345
41706	83147
16636	79363
79436	46778
91462	66627
97860	96422
45631	62513
45020	83304
94930	27130
99424	46751
89530	56026
49403	94126
53349	7376
16394	3862
69285	50824
348	82889
64200	26046
84162	35161
34818	34848
5836	83
69745	76422
30251	58366
61104	49469
14222	15971
76065	70013
54975	59837
42015	36277
4258	36935
20992	25886
34227	14285
84547	85863
7262	81585
56343	67665
85541	73559
20060	78590
57169	75894
28910	62568
83523	95419
48954	6328
82540	36161
54527	48622
82364	47145
57719	9037
78256	2200
37449	41117
14829	49058
44428	17090
66655	69804
37898	23080
81377	32922
29945	21809
27047	7964
71770	22364
66636	62507
93075	36605
86365	98928
54263	98600
91257	23626
72564	24412
73543	89632
98236	76704
31238	69424
25253	95999
23296	36548
12670	55890
50194	5532
88949	8206
35614	29873
27738	42443
74956	65413
68052	61388
36256	41527
486	9419
5719	62459
12724	80552
24173	59794
44005	63536
17937	38108
73040	79445
84217	17974
88405	14200
41324	58361
8227	52086
90604	27569
89491	9071
53800	30698
60063	73150
41253	95893
88264	40817
56340	59190
65748	2920
64061	99944
26802	90936
97749	2807
82554	63810
27222	26682
4397	24718
14298	58380
20525	7800
45149	21330
91389	59822
10073	48268
59153	65074
53751	62174
88230	40157
53495	81196
70265	26565
32155	61669
39195	81197
9325	55732
76582	72690
72905	40049
13663	70926
92848	77424
70916	15898
1498	41675
13645	49326
58724	95415
12265	12442
1142	94668
54206	57667
9928	98076
39525	69960
14082	59237
59525	90124
22152	93061
12628	69266
83249	75884
39223	45264
24686	91555
26924	30047
74251	86799
36175	96343
51891	40899
63908	37165
69748	47504
98926	93572
54510	31905
94472	37471
70763	1244
12923	91039
77242	13295
41736	7769
67469	7353
46362	96111
53982	6014
39691	83032
49505	74597
82876	51414
18073	8779
78998	4968
71729	85859
75977	40267
35948	68298
19387	73528
94901	21401
72340	59275
44049	39116
45411	38677
39848	41851
25976	74069
74189	35224
90147	81320
89175	57233
3607	16523
45239	46700
92581	32359
67930	97735
16186	38730
21099	60987
39447	76906
98533	7692
99841	47069
41397	29711
34544	70446
12384	38006
41830	27881
44923	58659
65230	58732
39236	54683
26613	88386
6383	62268
46080	81775
50056	50117
51305	64258
38461	28797
20922	82388
60669	39500
54326	24693
90263	97690
81244	56662
41050	86053
10677	28624
58392	18344
71214	65889
21597	62260
16913	61487
63481	37111
18883	35412
8347	112
81425	88430
60493	4401
29961	74257
92952	1730
83663	39336
80374	10163
82515	3764
2643	19771
46688	50081
93263	89860
79381	27756
61123	65886
83454	38234
96271	95305
3036	74636
10640	62428
56279	27078
79113	31165
37797	13484
66669	60035
96387	46336
10560	69720
70808	6881
30460	13156
29077	74084
16015	13295
18024	31862
45665	99103
24844	94646
74881	36605
86513	34714
38967	22920
18560	95656
75955	5695
83262	6595
94631	33349
5481	22864
88877	77085
15489	4591
53800	59266
32760	28184
35115	8051
72169	51442
68731	18752
14761	82982
41080	73035
37182	48459
39336	38911
36334	53346
32187	61913
27545	67212
61452	5411
51356	23307
73735	4762
89991	16375
4906	25232
82868	46884
24855	71067
67218	27183
24627	51488
54528	69328
77341	5745
90151	72965
28404	97881
17496	45814
53799	48205
38660	31483
7652	74548
17753	16167
79060	9591
17828	6294
66947	15198
28676	62732
38918	60116
98544	27651
83775	88509
59192	45614
77350	25891
65128	47090
40864	78242
52468	85077
75468	7748
75679	75793
45475	51145
45414	73873
40093	67689
55876	80230
51069	48443
4553	37360
18922	14463
67924	97146
42737	33029
67534	5713
73040	34419
14946	15980
72081	62533
84921	37697
98748	84654
36955	56080
48095	17208
22768	85679
8391	16868
85338	62392
27502	54442
2656	82495
28954	70404
17317	425
60643	83858
27026	82920
73522	34812
47976	34274
40307	25851
67627	32429
9165	90979
36512	13807
96557	82204
27362	9498
59007	61356
8895	44154
3065	12649
92441	27363
73303	30191
71066	38049
42753	31289
86553	24071
78253	24700
88337	78012
80908	14255
52454	52271
90574	69629
36118	27811
78622	96744
23300	39575
17116	44092
75303	16004
65394	88129
66747	28052
99323	89517
27310	37361
52800	39354
93451	8002
36081	17530
8482	96302
56131	86714
52730	33803
98640	74118
37049	84874
72577	93915
3157	8068
7796	31717
47189	10810
60522	53738
90539	27164
67424	21600
13915	97840
18040	77072
65897	34893
46636	80357
96793	70016
1818	11995
90245	35143
82987	86941
13270	13004
35797	5706
6102	18303
14430	78937
47081	43186
5503	10734
24292	8838
72373	57180
25926	83273
74304	69066
25357	75997
86824	14412
92270	71500
28292	33370
21322	65391
47093	68218
91583	29977
5709	75929
14970	31381
91878	69972
92365	76870
84550	39945
59132	29168
35386	26434
34467	62837
17808	42285
24999	17206
51533	67789
48051	96401
55658	28244
61513	52100
33199	35481
11546	87449
6193	83506
42587	46983
26497	55405
35262	958
61550	2208
54906	53186
11256	91383
16797	92361
85939	90993
24125	86634
42322	87179
70055	78510
73516	87477
76710	73617
84189	5372
14460	95495
2963	41493
75207	50130
3986	54330
47881	15751
95097	16625
59084	36426
43055	85342
89787	91870
62491	90241
92041	28743
61721	52332
55113	94554
53939	27358
65883	78506
49115	61669
61056	50983
72315	77416
47727	55016
79250	7146
83341	34581
17747	18994
70718	54044
63726	54787
34355	9199
51780	20374
7561	2183
78944	5456
17670	59906
57186	4594
41144	15249
20242	2281
48963	13259
49475	58540
61436	38494
18948	67699
55662	57978
64185	93961
13428	66026
80664	64968
59817	43906
66428	19561
46983	5237
68656	15181
89933	98603
14027	4588
63337	75568
82428	61927
29277	79953
68746	92648
54280	91980
36857	49083
24567	99529
53663	8579
56617	72732
12963	39650
21550	83081
77193	45694
89261	89283
62645	82354
96145	25937
12024	12253
50944	64824
83359	72261
78911	27726
66464	56039
52447	83986
6863	86958
84238	64299
75381	96803
82052	20322
32209	9146
15784	74386
32243	57045
37873	285
19778	32685
29003	12294
89475	79038
40825	16057
9484	3089
40290	57204
19918	56929
681	41990
96092	87164
5029	5087
75603	62907
4019	76182
10831	59209
24795	39085
94038	22570
52044	91704
74661	93233
3211	31193
10600	28318
15462	50409
23635	63172
18068	30974
20516	21514
38921	96930
7676	93700
54896	47878
41648	99588
96962	65647
32297	81397
84181	19567
16709	21518
61971	97773
49395	73878
49460	89485
92313	11161
41539	24860
93178	84063
12829	2682
14042	3412
9498	89364
73459	48102
32771	68866
20578	37532
92613	88152
80915	5925
46763	93610
25496	96522
42514	73409
36346	58468
90092	64240
39789	38988
6284	11457
1041	77533
76105	91164
42474	48750
58273	88457
56637	52875
27496	8297
31676	12324
98794	88469
95541	91949
2836	87028
28095	37094
51145	56771
58786	70554
82991	79018
6376	50862
71053	66597
75949	533
57673	79378
79647	21693
10773	42245
30658	24797
13265	70927
85702	49964
14196	221
59657	94388
63341	24061
88378	61818
12995	99141
75253	40717
781	22022
52868	55559
98039	7882
35259	14478
26347	36644
37281	98657
29872	68695
54347	70592
4380	52233
4551	30427
58566	98988
47530	60381
47856	65065
87252	95176
45670	68896
26922	13063
56671	30714
36082	57427
54661	37550
53745	12855
11794	97593
83187	16477
47478	65121
65139	32264
16449	13495
39720	93326
63216	58050
17461	58029
28415	52228
21149	70440
60822	64416
62106	48666
79591	11301
66063	2667
75051	51819
27254	58645
19403	37766
11306	4191
49314	36150
1877	69352
29638	30925
5985	27962
22995	56920
38771	69492
99649	84164
9784	16700
6346	94093
35048	81881
79120	26152
24866	65132
5534	71115
12559	99353
45254	86783
39874	16076
28936	64934
41684	16978
12198	99826
10552	32288
7921	9934
69774	36365
10143	85587
45241	38954
90289	33066
25733	40165
69412	28597
62987	18851
9993	11080
52246	97777
45715	52779
85398	31804
51570	30649
24598	11012
28294	35527
83686	32361
54233	99561
19294	67684
70784	35580
39489	43729
45342	25391
55	30897
44383	76901
54504	71198
68155	98049
97350	11620
37400	37853
44100	50688
11452	72361
94057	22804
50022	14935
77688	57878
19933	45532
99187	41928
59471	95791
98382	71830
40491	42201
72930	74563
83389	86218
98882	16876
28459	53876
88812	20929
22915	61893
1410	30815
35883	5337
91670	52755
49181	80008
52879	89657
67617	96986
76597	48769
72003	12745
4656	55272
40487	84136
73621	24565
5836	88408
27225	4969
5815	39121
37279	25280
98741	49020
37079	3011
87875	35338
74510	62640
9435	89311
60495	67780
52043	14882
54394	20930
93640	75019
50508	10781
83909	45395
53943	74042
95657	52531
26100	20547
55913	72705
75261	91760
41865	73390
48823	76446
87419	79966
39682	3487
63604	29643
21730	29123
32304	90214
61040	50899
35680	63639
70264	65044
61009	20152
45609	80286
74333	88614
18374	97333
74836	50789
9934	34797
40809	10075
56445	86157
59174	57873
65729	26844
61031	8735
83886	83980
89263	82053
34463	56928
30771	48446
70605	33656
23834	67601
18520	6105
81301	16940
42898	81143
90122	21623
71728	76909
25219	83585
83480	80002
36569	33242
78049	26211
88557	28085
3998	74703
13824	49544
97977	20882
54448	31480
32601	19362
84054	83070
99614	26172
17369	49530
19849	94919
19533	91536
31331	55903
34886	28092
43567	69785
10164	18824
12847	54326
51212	94332
1917	97524
10077	94342
74914	87507
2332	95473
90013	57196
51752	59018
10888	64315
26734	22643
17229	88018
45325	56113
30140	56940
18170	4479
60426	10899
40439	39876
35781	2143
14569	60850
13672	97140
4289	50765
34283	28790
51115	70839
55053	65226
42730	84648
40395	69996
88581	45339
75656	55620
79092	2326
64326	48960
65120	97288
67785	51964
99280	89285
32812	29764
75038	48212
63427	67169
4914	3960
35036	2543
60900	56042
98625	60644
54954	23584
44987	49322
1839	26441
65405	65842
18275	58527
14391	75249
22429	98364
2553	39759
12171	16917
8592	23109
163	94970
2373	54565
63275	40982
60150	23189
67110	97389
99183	80875
37534	40676
75147	90149
65793	67398
14522	76071
27959	3387
24301	40214
98003	33309
42459	2299
59072	41596
79121	95586
58808	95809
8626	46643
72369	1035
54141	80082
57480	31983
35732	9478
20206	92778
1216	3192
58544	50009
11619	40771
5042	64789
46590	81746
50443	10767
94666	71191
53487	28950
73698	18775
88569	36460
53985	7313
42111	52051
76643	258
5531	73977
56042	10690
78219	84853
24656	13645
66024	56836
67416	90444
40326	43435
38494	83148
24719	33728
10152	6569
96981	21241
8425	84181
14315	57269
47167	73701
73837	35678
36561	43848
1362	96041
85955	5432
53527	25243
7650	99012
49625	98356
8006	15064
62896	77006
98693	69242
88295	50420
31839	75612
39533	46346
85159	89877
2396	71461
4304	29408
95357	91661
40669	63657
80586	56053
49835	30359
98324	6816
17375	85339
43332	54100
94500	80210
54643	39401
36617	42351
67237	39203
29985	11741
38370	97400
73231	30859
96239	48530
80361	94826
26046	2185
401	15765
70348	27468
16971	58484
67247	67439
33889	75257
63394	41009
64387	75285
28156	93081
52909	57914
58503	35227
77441	37682
83293	35720
42361	72866
90116	16684
77646	90992
98590	98453
67532	67430
41682	97719
44245	25028
46228	58926
74075	58231
87756	60526
2159	13384
21653	95548
73676	26207
62790	20745
76718	33179
26246	11211
17036	62292
74376	84956
3988	68019
39319	49946
51886	39381
97323	67275
67503	4634
14662	7216
81962	86425
82192	24989
7238	8479
72715	37877
24396	28611
73858	27865
48452	44758
34577	74420
93539	79488
5684	18744
98328	50217
93220	56171
55300	13777
90908	79285
99688	42356
8673	99884
4004	67243
90763	61450
47892	96133
79317	39118
59945	46714
91044	11355
69221	45688
97799	71499
49958	32559
51758	40981
27999	19323
78281	63053
4550	49491
45158	8655
22309	915
47223	20935
19073	84909
69617	82034
50274	15311
35797	93505
82089	35080
1886	49799
84791	53358
6131	15151
75704	54587
93593	51661
98610	77997
2221	5611
92568	20338
55861	44940
77541	26119
84760	79992
49386	49035
2790	35609
80630	4593
86141	87049
84993	880
77986	88922
70987	98059
89663	79465
10847	89889
82131	20289
5370	54412
72655	20110
72097	34523
63844	51581
25274	63686
25675	25944
78770	28751
97108	87285
90158	4322
96178	60318
15848	66292
49	90281
67552	49989
13944	52282
36255	71035
53456	79326
97360	2035
76607	20884
83419	29012
88589	27619
91073	72735
87475	83136
37067	80452
25163	11057
5073	27492
29106	27665
92668	28823
54053	60503
47533	60290
96301	50489
10796	15046
41008	50508
56641	52234
73259	3659
91903	97067
11002	14859
76389	69261
16992	5389
86562	56583
7582	86955
12189	56222
16736	24086
31506	96310
27875	28413
2809	6607
38190	39371
72475	20644
77119	18818
23892	66875
68401	28462
11721	84742
818	25958
2853	7009
44649	75629
37422	60930
69722	87619
84428	30799
70476	97110
93162	74881
11417	48137
76076	67837
31929	69350
27836	3333
90424	84016
55466	68846
10008	40830
1341	97669
28596	90143
75011	73888
99942	33398
79331	26674
80302	78942
27253	94952
73725	51317
56973	66008
45775	64789
57439	91882
84557	32793
28488	37873
96384	20964
40760	1264
21740	85928
5905	14441
82009	80380
19751	59191
31835	43399
16880	90354
10873	50482
47048	91243
32143	95161
43839	18838
93034	35434
58770	74334
11820	83156
8656	72415
7360	19468
65	34892
857	36509
69613	63761
19498	70370
35593	60634
68745	28165
9789	48393
57533	80137
22839	84373
83048	4946
55753	12643
71000	92216
55339	94210
5836	44296
63351	83867
43127	49563
25110	29873
70043	11362
34336	50318
71679	55738
6885	59709
78902	44311
99579	60708
50008	74121
39916	54744
6768	56999
62592	28980
46054	54239
65142	48623
69337	16885
63451	1979
61137	48808
35833	71467
64478	49781
78753	72399
19830	99127
41072	77669
28646	41293
68577	49317
19897	98145
84076	37391
48422	38676
69543	75708
77430	38292
39702	90792
92686	89714
35	15585
32111	34743
79168	9651
3161	80751
14581	42979
61139	54083
35491	34045
21505	92606
2927	74057
16621	21537
76095	84901
61215	52505
58648	55914
76855	63649
17975	5957
84031	28996
90694	61990
90392	18000
82969	80329
31664	99389
21502	63323
87380	60969
30029	62952
25723	74604
46986	38788
99120	9027
93578	35752
3524	39675
4918	26099
93153	86377
68734	95710
14711	47092
58553	66504
83063	16941
40849	61708
51591	58371
66822	50919
38472	78082
80466	32464
70863	42104
3414	93509
39627	77645
60028	6707
32307	40571
80669	11456
5590	47635
77760	7847
46947	87619
72710	81158
27083	7783
63378	35406
53268	96963
51609	12378
34884	69218
70725	90317
65186	16842
31520	71487
90949	68423
56396	92763
92102	54465
4201	89023
92205	88947
95089	73072
90237	31599
22477	31578
70113	43614
46214	99228
62677	47106
18946	35179
83175	56605
32541	49359
95365	7883
62284	81205
690	18018
11048	69426
60083	6038
19128	35762
59372	95474
58735	93147
62051	23512
87544	32125
38367	54500
82330	29973
55602	98981
11578	59268
30505	26791
11753	61969
6359	69175
12344	55355
58322	87344
92778	3322
93364	50715
72465	85469
39821	4368
99907	45151
75489	33800
23474	74597
37800	71543
57712	15582
60207	84144
9262	83637
95896	39348
7945	67045
2780	25339
56772	12241
72060	34636
78026	35468
24800	76497
58246	92561
71329	28645
34488	15981
75512	55920
83454	92132
28340	30050
10168	83891
94395	10070
27611	91759
22919	89431
41734	63204
49055	69711
44676	49897
96802	88174
27968	70940
94273	44605
70611	13049
71118	42896
62029	35255
64880	99733
18019	16349
99743	13837
97206	21754
73279	16533
2589	20312
8853	15029
21643	3897
42415	86721
40550	72188
1071	75910
36129	21207
82368	96855
24364	14857
82385	19109
97670	84195
36076	53256
66577	89136
4877	15363
79818	26563
49524	35599
18631	74227
17649	74096
7329	14936
45787	70338
73256	53835
19973	5039
87219	99298
6107	86813
62977	65739
70614	16300
10001	25950
95051	33252
60061	89910
33693	48054
97090	71220
35955	19004
65903	92242
95606	30830
76196	87535
5741	67333
70931	84009
82050	47234
78022	10803
99614	66311
24936	83447
50350	61816
24517	24164
94380	91213
54487	14601
64274	50405
88640	35233
78242	10936
8644	71542
47418	44684
85960	16100
74670	39643
43176	85894
61730	87087
6371	72781
27578	26480
43022	5257
65311	51955
32496	32859
88997	49280
38129	12482
31286	27962
95285	40202
53063	7791
7134	72993
10678	39465
21662	42219
40533	15737
55779	14788
91978	57910
65251	48891
19557	91076
2867	11584
5676	2291
23759	96663
87525	952
31760	14584
48396	83951
18503	97346
63621	46405
14175	31620
94073	37263
77112	70909
38752	48286
16904	70281
21559	4358
14247	57326
44126	91787
80993	3273
7524	36721
43812	53453
57574	6589
54643	76184
72987	84157
70237	94477
60273	46147
82467	33555
46217	39625
4100	69613
36799	7085
55965	93597
71345	11909
1162	68655
25408	88683
76805	55330
50793	82631
6748	92605
12661	67073
15793	66792
1642	41938
79796	87063
88980	78648
75050	16444
54222	22901
27835	19596
22402	12859
81023	67994
91633	46014
14073	63694
89819	62736
64814	9436
69076	27799
86355	23677
56296	99994
51533	95895
86601	30948
8345	89715
49645	92005
91450	55353
75442	72941
83873	90749
73837	58118
64321	75455
41464	56221
39645	12586
81203	68516
48935	89705
50790	74604
79568	12786
38518	69180
19324	43466
9255	69726
7284	80967
62085	22482
54406	66517
96261	24272
87857	715
66461	24691
89236	95115
98919	46225
61413	37295
59355	81811
84608	9057
44342	53117
23949	22124
88937	63515
37360	71757
14367	59291
21105	7268
96700	53090
47754	11408
41548	65880
33295	32617
99350	92690
23102	61912
9649	48017
46297	79037
323	24602
18559	63431
91574	90013
93433	10645
60374	6290
93663	16597
71681	17788
96046	71065
48924	56831
21959	53153
92313	8797
86742	67707
51898	13904
5461	33563
53834	75510
97709	61863
20772	4359
11365	12555
81223	65036
91683	29543
8675	67835
53760	70330
69037	42726
1902	61332
88307	52405
64803	37468
62501	27333
47216	95466
80869	64708
19231	10619
28132	92814
3519	76547
28124	93598
717	44397
2267	89343
51297	4749
85649	49499
19267	87114
17925	58745
41020	9451
49851	41423
16016	8998
30884	76039
33995	84754
99537	5883
38494	16218
5732	82080
47134	11956
85558	23214
46042	61613
61103	89604
70056	21845
36111	14606
3705	75486
70262	28407
88911	36411
68409	25076
24819	27666
76526	85553
3839	39439
87782	60191
16846	82205
93601	57896
62624	73280
32135	74255
84421	85795
70869	43534
97488	46369
68082	18962
92757	73441
3230	21079
60627	14946
87478	10495
70065	81323
56501	5728
94410	5671
91808	31380
78081	29959
94399	3438
12988	52054
45660	69981
5219	53185
48358	62661
32371	62450
32684	99694
52989	22516
344	96856
35487	33689
36076	89098
32920	40770
64889	47722
49742	657
12982	27992
75105	7038
53419	23971
8358	95469
82839	99759
9322	80868
52268	91940
58735	71013
87013	40945
27163	24415
14827	39697
8574	68676
45487	80167
82929	47415
38978	41349
23372	83001
90147	29391
31121	60001
61805	62396
64635	72215
18371	84512
82773	39066
97121	50492
51400	51138
22741	6264
61329	91059
90742	67332
81164	71644
46207	17339
67707	75959
80854	1157
72860	99215
59250	2491
99198	36237
47883	93889
35620	94446
20057	20639
52358	55370
77654	58861
65749	76630
64511	21119
81714	19769
64882	98950
41484	8714
44922	19364
4080	39916
34771	57363
39068	15186
98411	42999
27937	89696
21126	17720
40597	90680
79913	66367
82295	57008
25586	91012
87556	39197
89007	84418
90175	45751
46250	52868
47682	71618
38049	16025
62528	82976
66778	10126
43676	63123
76314	42729
7528	7574
20737	43411
72902	75099
18021	54979
23740	58796
32039	55237
14836	31393
63688	99032
67119	49087
72055	56382
92194	49038
55389	59652
97192	96005
60273	73793
81412	11505
26359	52477
25387	51873
62786	24465
76596	33260
91104	87138
82695	73889
48005	15901
14911	75730
63047	19712
3330	90268
30956	53884
7433	1742
25750	92737
95732	85247
12932	15267
67606	56558
81819	1534
93000	26573
9887	75986
49708	58648
91278	897
81136	3069
14621	36161
26857	19735
41192	68793
59507	27810
83979	6897
76265	53048
78424	27724
80211	29580
4907	36000
73865	81533
23390	91915
76708	24287
66315	44890
6275	19338
70359	78700
87089	10188
89462	40922
5547	77105
76969	70063
9333	2477
31183	48816
76882	33214
6702	30618
36859	10077
55688	57374
92518	3809
84482	89930
39966	18033
75342	62446
42428	83938
6177	73826
51198	62473
89699	92320
86717	49741
78050	68441
79925	93374
96849	62170
3261	40820
21811	11838
50780	95984
81789	40823
36834	68228
3651	58033
20155	49597
4597	5115
97991	89689
76976	55647
37428	99200
42371	61439
50643	30778
34271	53689
40706	26834
75645	11394
37709	95780
38241	73440
72127	35370
46571	10467
44175	68201
23381	61519
15532	15627
33243	5127
88661	98468
95154	30957
7226	94648
24000	47042
88731	16973
74385	90385
10322	78369
24450	14538
71135	83461
19995	88476
70343	67883
28028	95763
51664	67953
78125	97758
59689	78762
18484	86147
35563	55095
47138	76131
35024	42492
37720	64040
86820	23094
7576	96031
3755	18883
77935	28222
66892	23558
26514	12201
18793	69802
61901	73773
8652	69779
86920	85505
10020	30606
90626	55857
70423	64609
34440	39558
15170	42897
68956	13931
67507	76779
12450	66814
90267	42837
68042	36716
58871	65275
20658	97744
38007	89021
8312	56741
56148	18322
18856	75423
81266	47893
98315	17505
77703	25604
68158	22518
14753	37783
3814	4858
49554	25440
50042	80160
30528	92958
34590	21417
34578	65536
61017	90727
44113	42543
64529	54791
36250	63750
68485	59711
15195	62961
53981	72908
4175	86448
16035	61879
52343	43805
53083	16845
22565	89471
74595	46915
5327	97577
61364	73340
9660	54016
35044	35276
17114	61797
93658	44849
97992	61250
53960	17785
60756	27187
7907	54763
45003	37286
4183	22038
61135	15321
79008	30343
9633	56875
36760	28294
13822	32227
63050	92132
32798	67345
4372	36340
1231	43933
98124	2437
34508	94614
74189	53814
40340	86153
27648	56918
40528	39540
96804	17903
39588	71060
84989	25277
7275	19825
73451	99606
49121	89317
16238	81240
90929	77231
5650	38469
41940	5618
96230	89991
5817	38050
83237	56615
18334	35942
54015	49586
34038	62660
40880	49244
21174	86709
28838	25056
70115	10738
80803	68022
36406	12219
48914	19954
86104	95554
71783	79445
2635	54431
22011	86995
8613	46761
81502	67664
38203	7247
13637	75702
6376	36220
1880	23166
19978	11321
8330	67783
23430	18881
37572	3817
17872	59389
48685	78128
65480	69673
65110	25762
41288	23960
14667	83578
9071	67046
36304	82463
69055	57221
67881	25572
95817	48511
62410	29163
17878	58761
60160	86320
76273	18922
69777	89969
35088	68857
10826	62038
46845	47944
97172	90742
35137	19310
6704	14070
98333	71252
48550	96304
8675	75792
73838	80608
12142	65959
86648	84848
60107	39108
85933	77347
95800	10571
5891	11653
28130	51391
20353	49699
8604	56556
18381	17562
67342	7
17838	41326
71912	59050
39622	25841
66550	20977
22153	73620
63679	22454
47853	8391
62372	4477
13301	83567
78257	54236
60390	48122
68268	45771
17801	8967
31523	49692
35947	27498
93088	37120
61856	98590
3893	76917
19422	94030
87674	53535
54119	10679
92288	49974
37062	27806
21957	75908
81279	64627
60638	8453
26163	41954
75403	27486
90093	89371
50729	96334
79426	91227
4167	6650
56248	89436
58086	5301
20561	30725
29018	12444
35788	2030
44138	255
63967	225
90286	59038
98503	48120
16916	89859
42415	57390
15801	8582
42258	14169
43617	22772
75191	67458
92120	62773
42710	97603
38507	1868
61580	72839
62791	65389
45415	28264
42213	86283
47209	71012
92153	49318
72689	25331
1766	72372
64410	62641
44439	45309
87833	31909
31480	50762
20849	46828
69998	97147
41322	35595
41399	99061
64026	61156
20606	20819
67074	61726
48182	93924
75373	8116
25337	58709
98960	86225
81833	62034
64214	29463
19878	87549
76960	36015
51553	2790
67544	67824
53423	72970
85225	25846
87409	24878
91704	58782
42593	23866
66001	72118
542	51037
22164	46378
81559	42690
4324	98241
66291	86562
45324	75530
28007	83100
71716	46667
41666	83754
43274	12069
16798	51345
90102	65383
44893	11483
47698	63442
96278	4922
4578	50260
47300	38890
13952	79520
67221	27376
84731	17276
46711	32965
92102	49529
36086	13932
17934	97864
62027	14868
80312	69690
73440	78706
79804	41091
8336	15497
40207	25140
49855	10253
64637	11426
6259	41816
5556	3129
59895	61996
34095	41761
45812	61272
56714	91690
71032	13209
64668	64351
82257	63330
66543	80946
10085	92680
60234	96857
960	63876
71172	50973
61627	30140
76964	52488
38900	22846
1900	51718
45131	25445
4817	26027
37622	50408
10639	1992
70748	15937
32372	70881
55065	2053
94821	22158
93334	38277
94471	25406
83805	80743
14799	78762
16924	26853
91958	29197
69079	7853
92101	98238
38792	99079
6710	1911
73018	32020
28345	19478
41535	45352
98995	82787
34457	23147
27058	92743
27548	96506
74640	28588
77611	36715
21477	88432
73798	5303
66394	14279
33010	23309
32020	2238
6264	50136
9866	99312
60993	72456
23377	3288
59682	71219
13598	71692
69838	7416
9106	19472
25616	24058
85125	19045
49739	95238
46373	6655
